id,start_time,start_time_local,end_time,end_time_local,duration,distance,user_id,score
61,2016-11-25 15:31:27+00:00,2016-11-25 10:31:27,2016-11-25 16:30:59+00:00,2016-11-25 11:30:59,59.0,63002.5,2,97.95
62,2016-11-22 15:50:40+00:00,2016-11-22 10:50:40,2016-11-22 16:47:40+00:00,2016-11-22 11:47:40,57.0,61019.1,2,100.0
63,2016-11-25 16:41:38+00:00,2016-11-25 11:41:38,2016-11-25 17:25:37+00:00,2016-11-25 12:25:37,43.0,44041.4,2,100.0
64,2016-11-23 18:15:53+00:00,2016-11-23 13:15:53,2016-11-23 19:49:43+00:00,2016-11-23 14:49:43,93.0,173805.0,2,81.35
65,2016-11-22 18:50:01+00:00,2016-11-22 13:50:01,2016-11-22 19:24:30+00:00,2016-11-22 14:24:30,34.0,29350.7,2,85.5
66,2016-11-26 19:00:32+00:00,2016-11-26 14:00:32,2016-11-26 19:15:51+00:00,2016-11-26 14:15:51,15.0,4195.44,2,100.0
67,2016-11-23 19:51:13+00:00,2016-11-23 14:51:13,2016-11-23 20:40:30+00:00,2016-11-23 15:40:30,49.0,35843.5,2,67.33
68,2016-11-21 21:55:29+00:00,2016-11-21 16:55:29,2016-11-21 22:54:08+00:00,2016-11-21 17:54:08,58.0,62494.6,2,100.0
69,2016-11-27 17:16:53+00:00,2016-11-27 12:16:53,2016-11-27 18:46:23+00:00,2016-11-27 13:46:23,89.0,102506.0,2,100.0
70,2016-11-28 14:15:22+00:00,2016-11-28 09:15:22,2016-11-28 15:29:47+00:00,2016-11-28 10:29:47,74.0,87933.0,2,89.9
71,2016-11-26 21:10:01+00:00,2016-11-26 16:10:01,2016-11-26 21:24:25+00:00,2016-11-26 16:24:25,14.0,5491.25,2,100.0
72,2016-11-25 22:07:27+00:00,2016-11-25 17:07:27,2016-11-25 22:22:01+00:00,2016-11-25 17:22:01,14.0,12325.4,2,100.0
73,2016-11-26 21:38:23+00:00,2016-11-26 16:38:23,2016-11-26 22:01:47+00:00,2016-11-26 17:01:47,23.0,20958.2,2,100.0
74,2016-11-27 18:52:16+00:00,2016-11-27 13:52:16,2016-11-27 21:29:40+00:00,2016-11-27 16:29:40,157.0,211641.0,2,98.41
75,2016-11-29 13:31:27+00:00,2016-11-29 08:31:27,2016-11-29 13:55:13+00:00,2016-11-29 08:55:13,23.0,25913.3,2,89.48
76,2016-11-29 13:58:25+00:00,2016-11-29 08:58:25,2016-11-29 15:03:30+00:00,2016-11-29 10:03:30,65.0,58919.4,2,42.38
77,2016-11-27 21:31:10+00:00,2016-11-27 16:31:10,2016-11-27 22:35:48+00:00,2016-11-27 17:35:48,64.0,91925.1,2,100.0
78,2016-11-27 23:09:19+00:00,2016-11-27 18:09:19,2016-11-27 23:49:40+00:00,2016-11-27 18:49:40,40.0,43452.0,2,100.0
79,2016-11-29 22:19:22+00:00,2016-11-29 17:19:22,2016-11-29 23:17:06+00:00,2016-11-29 18:17:06,57.0,59369.0,2,74.01
80,2016-11-29 23:21:50+00:00,2016-11-29 18:21:50,2016-11-29 23:54:11+00:00,2016-11-29 18:54:11,32.0,26399.5,2,100.0
81,2016-11-23 01:10:24+00:00,2016-11-22 20:10:24,2016-11-23 01:58:13+00:00,2016-11-22 20:58:13,47.0,43574.9,2,66.13
82,2016-11-26 00:10:07+00:00,2016-11-25 19:10:07,2016-11-26 00:30:11+00:00,2016-11-25 19:30:11,20.0,12200.9,2,100.0
83,2016-11-30 01:01:12+00:00,2016-11-29 20:01:12,2016-11-30 01:20:21+00:00,2016-11-29 20:20:21,19.0,9521.55,2,100.0
84,2016-11-01 12:34:17+00:00,2016-11-01 08:34:17,2016-11-01 13:12:36+00:00,2016-11-01 09:12:36,38.0,26926.1,3,100.0
85,2016-11-03 12:55:14+00:00,2016-11-03 08:55:14,2016-11-03 13:06:26+00:00,2016-11-03 09:06:26,11.0,14070.7,3,100.0
86,2016-11-01 22:11:49+00:00,2016-11-01 18:11:49,2016-11-01 22:36:14+00:00,2016-11-01 18:36:14,24.0,16623.3,3,100.0
